,CASE#,CHRG_DESC,PREM_DESC,ADDRESS,DATE,TIME,DOW,DIST,CASE_NUM,DIST`,CASE_NU,CASE_#
563,20009675.0,BURGLARY-BREAKING & ENTERING,HOTEL/MOTEL/ETC,400 SARGENT DR,20200225,2100,TUE,3.0,,,,
564,20009619.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,85 4TH ST,20200225,1512,TUE,3.0,,,,
565,20009428.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,WEST ST & TRUMAN ST,20200224,1429,MON,3.0,,,,
566,20010114.0,ROBBERY,RESIDENCE/HOME,"70 ADELINE ST, 3",20200228,1129,FRI,3.0,,,,
567,20009532.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,501 GEORGE ST,20200225,731,TUE,4.0,,,,
568,20009400.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,88 BROADWAY,20200224,1113,MON,4.0,,,,
569,20010136.0,BURGLARY-BREAKING & ENTERING,DRUG STORE/DR`S OFFICE/HOSPITA,169 DAVENPORT AVE,20200228,1015,FRI,5.0,,,,
570,20009904.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,53 ORCHARD ST,20200227,813,THU,5.0,,,,
571,20009466.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALL,Y18W4 ADYIXWELL AVE,20200224,1603,MON,6.0,,,,
572,20009773.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,12 ROCK ST,20200226,1417,WED,7.0,,,,
573,20010329.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,WINCHESTER AVE & TH,M20P2S0O02N2 S9,119,SAT,7.0,,,,
574,20010342.0,INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,"137 NEWHALL ST, FL02",20200229,357,SAT,7.0,,,,
575,20009723.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,347 HUMPHREY ST,20200226,936,WED,7.0,,,,
576,20009399.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,THOMPSON ST & WINCH,S20T2E0R0 2A2V4,1151,MON,7.0,,,,
577,20010462.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,FORD ST & SHERMAN PK,20200229,2342,SAT,7.0,,,,
578,20009845.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,492 PROSPECT ST,20200226,1930,WED,7.0,,,,
579,20009888.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,"480 FERRY ST, APT208",20200227,26,THU,8.0,,,,
580,20010106.0,BURGLARY-BREAKING & ENTERI,CGHURCH/SYNAGOGUE /TEMPLE,233 BLATCHLEY AVE,20200228,925,FRI,8.0,,,,
581,20010298.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,"174 GRAFTON ST, FL01",20200228,2203,FRI,8.0,,,,
582,20009373.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"380 FERRY ST, APTA",20200224,1001,MON,8.0,,,,
583,20010010.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"254 GRAND AVE, 2ND FL L",20200227,1828,THU,8.0,,,,
584,20009369.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,113 GRAND AVE,20200224,1005,MON,8.0,,,,
585,20009480.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,POPLAR ST & PINE ST,20200224,1811,MON,8.0,,,,
586,20009582.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,36 BRIGHT ST,20200225,1325,TUE,8.0,,,,
587,20009333.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,GRAND AVE & FERRY ST,20200224,240,MON,8.0,,,,
588,20009434.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,349 CONCORD ST,20200224,1325,MON,9.0,,,,
589,20010013.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"702 QUINNIPIAC AVE, APTH",20200227,1740,THU,9.0,,,,
590,20009775.0,FIREARM DISCHARGE (WEAPON LAW,SVTIORELAET/IHOING)HWAY/ALLEYWAY,2 BOUCHET LN,20200226,1435,WED,9.0,,,,
591,20009645.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,EASTERN ST & FOXON BLVD,20200225,1821,TUE,9.0,,,,
592,20009705.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,1279 QUINNIPIAC AVE,20200226,746,WED,9.0,,,,
593,20009708.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,182 BARNES AVE,20200226,849,WED,9.0,,,,
594,20010401.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,171 LEXINGTON AVE,20200229,1640,SAT,9.0,,,,
595,20009906.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,128 HUNTINGTON RD,20200227,859,THU,9.0,,,,
596,20009898.0,BURGLARY-BREAKING & ENTERING,DRUG STORE/DR`S OFFICE/HOSPI,3A99 WHALLEY AVE,20200227,636,THU,10.0,,,,
597,20009364.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,75 WHALLEY AVE,20200224,944,MON,10.0,,,,
598,20009515.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,89 OSBORN AVE,20200224,2304,MON,10.0,,,,
599,20010274.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,31 DICKERMAN ST,20200228,1903,FRI,10.0,,,,
600,19028840.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,520 CHAPEL ST,20190723,1530,TUE,1.0,,,,
601,19029077.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,17 WHITNEY AVE,20190724,2330,WED,1.0,,,,
602,19029285.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,GEORGE ST & ORANGE ST,20190726,905,FRI,1.0,,,,
603,19028989.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,830 GRAND AVE,20190724,1259,WED,1.0,,,,
604,19028743.0,ROBBERY,PARK/PLAYGROUND,ELM ST & TEMPLE ST,20190723,401,TUE,1.0,,,,
605,19029607.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,132 W ELM ST,20190728,1255,SUN,2.0,,,,
606,19028793.0,BURGLARY-BREAKING & ENTERING,PARKING LOT / GARAGE,191 LAWNCREST RD,20190723,1136,TUE,2.0,,,,
607,19028963.0,BURGLARY-BREAKING & ENTERING,PARKING LOT / GARAGE,"575 CENTRAL AVE, FL02",20190724,1115,WED,2.0,,,,
608,19029215.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,17 MCKINLEY AVE,20190725,1750,THU,2.0,,,,
609,19029419.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,137 ROCK CREEK RD,20190726,2316,FRI,2.0,,,,
610,19028634.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,104 KNOLLWOOD DR,20190722,842,MON,2.0,,,,
611,19028694.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"336 BLAKE ST, FL01",20190722,1438,MON,2.0,,,,
612,19028770.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,1982 CHAPEL ST,20190723,1054,TUE,2.0,,,,
613,19028915.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,138 W ROCK AVE,20190724,924,WED,2.0,,,,
614,19028930.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,1 MCKINLEY AVE,20190724,853,WED,2.0,,,,
615,19029092.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,68 W ROCK AVE,20190725,442,THU,2.0,,,,
616,19029673.0,ROBBERY,HOTEL/MOTEL/ETC,"1605 WHALLEY AVE, RM224",20190728,2245,SUN,2.0,,,,
617,19029332.0,ROBBERY WITH A FIREARM,BANK/ SAVINGS LOAN,894 WHALLEY AVE,20190726,1532,FRI,2.0,,,,
618,19028769.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,51 LONGHINI LN,20190723,1211,TUE,3.0,,,,
619,19029509.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,135 CARLISLE ST,20190727,1710,SAT,3.0,,,,
620,19029576.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,1343 CHAPEL ST,20190728,641,SUN,4.0,,,,
621,19029621.0,AGGRAVATED ASSAULT,CONVENIENCE STORE,1564 CHAPEL ST,20190728,1523,SUN,4.0,,,,
622,19028642.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,66 ELLSWORTH AVE,20190722,906,MON,4.0,,,,
623,19029428.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,1147 CHAPEL ST,20190727,1,SAT,4.0,,,,
624,19028675.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,1 UNIVERSITY PL,20190722,1509,MON,4.0,,,,
625,19028717.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,1203 CHAPEL ST,20190722,2105,MON,4.0,,,,
626,19028763.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,88 BROADWAY,20190723,959,TUE,4.0,,,,
627,19029568.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,1201 CHAPEL ST,20190728,137,SUN,4.0,,,,
628,19029160.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,496 ELM ST,20190725,1330,THU,4.0,,,,
629,19028919.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,660 HOWARD AVE,20190724,949,WED,5.0,,,,
630,19029481.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,43 THORN ST,20190727,1213,SAT,5.0,,,,
631,19028623.0,ROBBERY WITH A FIREARM,OTHER/UNKNOWN,68 SYLVAN AVE,20190722,126,MON,5.0,,,,
632,19029577.0,AGGRAVATED WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,35 LAWRENCE ST,20190728,240,SUN,7.0,,,,
633,19028792.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,24 HARDING PL,20190723,1028,TUE,7.0,,,,
634,19029593.0,BURGLARY-BREAKING & ENTERING,RESTAURANT,2 MECHANIC ST,20190728,855,SUN,7.0,,,,
635,19028740.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,52 SHELTON AVE,20190723,202,TUE,7.0,,,,
636,19028894.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,HIGHLAND ST & WHITNEY AV,20190724,24,WED,7.0,,,,
637,19028676.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,COTTAGE ST & LIVINGSTON S,20190722,1433,MON,7.0,,,,
638,19028976.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,265 HUMPHREY ST,20190724,1533,WED,7.0,,,,
639,19029047.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,357 WHITNEY AVE,20190724,1829,WED,7.0,,,,
640,19029447.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,"382 FERRY ST, A",20190727,755,SAT,8.0,,,,
641,19029151.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"41 BAILEY ST, APTW4",20190725,1139,THU,8.0,,,,
642,19028887.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,719 GRAND AVE,20190723,2234,TUE,8.0,,,,
643,19029043.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,23 WOOLSEY ST,20190724,1901,WED,8.0,,,,
644,19028822.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,202 EXCHANGE ST,20190723,1606,TUE,8.0,,,,
645,19029552.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,189 DOWNING ST,20190727,2313,SAT,8.0,,,,
646,19029625.0,ROBBERY WITH A FIREARM,PARKING LOT / GARAGE,50 GRAND AVE,20190728,1609,SUN,8.0,,,,
647,19029410.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,1 FORBES AVE,20190726,2232,FRI,9.0,,,,
648,19029208.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"343 EASTERN ST, APTC1208",20190725,1540,THU,9.0,,,,
649,19028633.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,338 CONCORD ST,20190722,833,MON,9.0,,,,
650,19028823.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,171 LEXINGTON AVE,20190723,1626,TUE,9.0,,,,
651,19028879.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,419 BURR ST,20190723,2117,TUE,9.0,,,,
652,19028911.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,709 TOWNSEND AVE,20190724,859,WED,9.0,,,,
653,19029096.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,745 RUSSELL ST,20190725,742,THU,9.0,,,,
654,19029279.0,LARCENY-FROM VEHICLE,SCHOOL-PRESCHOOL THRU 12TH,375 QUINNIPIAC AVE,20190726,738,FRI,9.0,,,,
655,19029582.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"420 EASTERN ST, APT1B",20190728,642,SUN,9.0,,,,
656,19028631.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,32 MOUNTAIN TOP LN,20190722,815,MON,9.0,,,,
657,19029456.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,1695 ELLA T GRASSO BLVD,20190727,611,SAT,10.0,,,,
658,19029601.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,166 ROYDON RD,20190728,1201,SUN,10.0,,,,
659,19028641.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,119 BLAKE ST,20190722,949,MON,10.0,,,,
660,19028907.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,220 ROYDON RD,20190724,829,WED,10.0,,,,
661,19029081.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,500 ELLSWORTH AVE,20190724,2107,WED,10.0,,,,
662,19028924.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,69 COLONY RD,20190724,1027,WED,10.0,,,,
663,20003984.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,144 TEMPLE ST,20200123,2301,THU,1.0,,,,
664,20003578.0,FIREARM DISCHARGE (WEAPON LAW V,SOTLRAETEITO/NH)IGHWAY/ALLEYWAY,S GENESEE ST & E RAMSDELL S,20200121,1920,TUE,2.0,,,,
665,20003919.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,"360 COLUMBUS AVE, FL01",20200123,1648,THU,3.0,,,,
666,20003569.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,HURLBURT ST & SPRING ST,20200121,1853,TUE,3.0,,,,
667,20004247.0,BURGLARY-BREAKING & ENTERING,SPECIALITY STORE,604 ELLA T GRASSO BLVD,20200125,9,SAT,3.0,,,,
668,20004261.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,604 ELLA T GRASSO BLVD,20200125,13,SAT,3.0,,,,
669,20003998.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,250 SPRING ST,20200124,647,FRI,3.0,,,,
670,20003619.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,670 ELLA T GRASSO BLVD,20200122,758,WED,3.0,,,,
671,20003702.0,AGGRAVATED ASSAULT,DRUG STORE/DR`S OFFICE/HOSPI,1A450 CHAPEL ST,20200122,1529,WED,4.0,,,,
672,20003356.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,EDGEWOOD AVE & DWIGHT ST,20200120,1521,MON,4.0,,,,
673,20004022.0,BURGLARY-BREAKING & ENTER,RNEGSIDENCE/HOME,"48 JUDSON AVE, FL01",20200124,2343,FRI,4.0,,,,
674,20003414.0,FIREARM DISCHARGE (WEAPON LAW,SIOTLRAETEITO/HNI)GHWAY/ALLEYWAY,110 ORCHARD ST,20200120,1920,MON,5.0,,,,
675,20004259.0,FIREARM DISCHARGE (WEAPON LAW,SIOTLRAETEITO/HNI)GHWAY/ALLEYWAY,595 COLUMBUS AVE,20200125,15,SAT,5.0,,,,
676,20003630.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,296 BASSETT ST,20200122,900,WED,7.0,,,,
677,20003613.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,BASSETT ST & SHELTON,2V02E00122,827,WED,7.0,,,,
678,20003438.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,DIXWELL AVE & BASSET,2 S0T200121,44,TUE,7.0,,,,
679,20003608.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,45 SHELDON TER,20200122,734,WED,7.0,,,,
680,20004307.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,625 WHITNEY AVE,20200125,1310,SAT,7.0,,,,
681,20004451.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,555 WINCHESTER AVE,20200126,1258,SUN,7.0,,,,
682,20003611.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,344 WINCHESTER AVE,20200122,831,WED,7.0,,,,
683,20004368.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,COTTAGE ST & WHITNE,2A0V2E00125,2031,SAT,7.0,,,,
684,20004241.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,195 LLOYD ST,20200124,2151,FRI,8.0,,,,
685,20003602.0,BURGLARY-BREAKING & ENTERI,CGONVENIENCE STORE,604 FERRY ST,20200122,102,WED,8.0,,,,
686,20003526.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,"620 FERRY ST, 1ST",20200121,1503,TUE,8.0,,,,
687,20004460.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,22 MALTBY PL,20200126,1424,SUN,8.0,,,,
688,20003440.0,FIREARM DISCHARGE (WEAPON L,SWTR VEIEOTL/HAITGIOHNW)AY/ALLEYWAY,74 WOOLSEY ST,20200121,305,TUE,8.0,,,,
689,20003607.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"191 SALTONSTALL AVE, APT5A",20200122,629,WED,8.0,,,,
690,20004270.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,386 BLATCHLEY AVE,20200125,420,SAT,8.0,,,,
691,20004271.0,MOTOR VEHICLE THEFT (NH STE,LR)ESIDENCE/HOME,161 CLAY ST,20200125,445,SAT,8.0,,,,
692,20004432.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,"118 ATWATER ST, BSMT",20200126,717,SUN,8.0,,,,
693,20004050.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,337 SUMMIT ST,20200124,1228,FRI,9.0,,,,
694,20004009.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,180 HILLSIDE AVE,20200124,727,FRI,9.0,,,,
695,20003751.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,26 CHAMBERLAIN ST,20200122,1804,WED,9.0,,,,
696,20004342.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,285 BELLEVUE RD,20200125,1830,SAT,10.0,,,,
697,20004364.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"47 PENDLETON ST, FL01",20200125,1946,SAT,10.0,,,,
698,20003471.0,BURGLARY-BREAKING & ENTERING,SPECIALITY STORE,424 WHALLEY AVE,20200121,1232,TUE,10.0,,,,
699,20004257.0,FIREARM DISCHARGE (WEAPON LAW V,ROELSAITDIEONNC)E/HOME,726 ELM ST,20200125,135,SAT,10.0,,,,
700,20003467.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,504 WINTHROP AVE,20200121,1220,TUE,10.0,,,,
701,20004434.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"115 PENDLETON ST, APTE2",20200126,802,SUN,10.0,,,,
702,20003435.0,MOTOR VEHICLE THEFT (NH STEAL),CONVENIENCE STORE,300 WHALLEY AVE,20200120,2337,MON,10.0,,,,
703,20003684.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,285 WHALLEY AVE,20200122,1136,WED,10.0,,,,
704,20003589.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,102 CARMEL ST,20200121,2100,TUE,10.0,,,,
705,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"123 YORK ST, APT6J",20190805,1225,MON,1.0,19030811.0,,,
706,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,UNION ST & CHAPEL ST,20190807,900,WED,1.0,19031143.0,,,
707,,ROBBERY,RESTAURANT,46 HIGH ST,20190808,1447,THU,1.0,19031376.0,,,
708,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,49 W ROCK AVE,20190809,713,FRI,2.0,19031489.0,,,
709,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,62 W ROCK AVE,20190809,508,FRI,2.0,19031484.0,,,
710,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,760 EDGEWOOD AVE,20190809,830,FRI,2.0,19031507.0,,,
711,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,10 MAPLEWOOD RD,20190806,706,TUE,2.0,19030951.0,,,
712,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,281 JUDWIN AVE,20190805,1002,MON,2.0,19030767.0,,,
713,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,1918 CHAPEL ST,20190805,1535,MON,2.0,19030875.0,,,
714,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,250 HEMLOCK RD,20190806,1051,TUE,2.0,19030999.0,,,
715,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,33 GREEN HILL TER,20190809,828,FRI,2.0,19031508.0,,,
716,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,17 WILLARD ST,20190808,2322,THU,2.0,19031279.0,,,
717,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,ALDEN AVE & FOUNTAIN ST,20190808,814,THU,2.0,19031289.0,,,
718,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,239 W ROCK AVE,20190808,1014,THU,2.0,19031295.0,,,
719,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"360 FOUNTAIN ST, 21",20190810,1011,SAT,2.0,19031662.0,,,
720,,BURGLARY-BREAKING & ENTERING,RENTAL STORAGE FACILITY,78 HOWARD AVE,20190805,1121,MON,3.0,19030792.0,,,
721,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,163 MORRIS ST,20190805,403,MON,3.0,19030743.0,,,
722,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,147 FRANK ST,20190807,732,WED,3.0,19031136.0,,,
723,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,45 ADELINE ST,20190807,1253,WED,3.0,19031190.0,,,
724,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"141 FRANK ST, FL02",20190808,1531,THU,3.0,19031379.0,,,
725,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,98 UNION AVE,20190808,1025,THU,3.0,19031297.0,,,
726,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,659 WASHINGTON AVE,20190809,1436,FRI,3.0,19031545.0,,,
727,,MOTOR VEHICLE THEFT (NH STEAL),CONVENIENCE STORE,HOWARD AVE & 2ND ST,20190808,2048,THU,3.0,19031444.0,,,
728,,ROBBERY,STREET/HIGHWAY/ALLEYWAY,114 TRUMAN ST,20190805,1524,MON,3.0,19030876.0,,,
729,,ROBBERY,RESIDENCE/HOME,360 COLUMBUS AVE,20190807,606,WED,3.0,19031134.0,,,
730,,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,34 ARTHUR ST,20190808,1532,THU,3.0,19031388.0,,,
731,,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,88 YORK ST,20190810,420,SAT,4.0,19031643.0,,,
732,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"94 NORTON ST, APTC2",20190805,1908,MON,4.0,19030905.0,,,
733,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,161 GREENWOOD ST,20190810,1608,SAT,4.0,19031689.0,,,
734,,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,10 BATTER TER,20190806,1842,TUE,4.0,19031079.0,,,
735,,ROBBERY,SPECIALITY STORE,1140 CHAPEL ST,20190805,1138,MON,4.0,19030808.0,,,
736,,ROBBERY,STREET/HIGHWAY/ALLEYWAY,88 YORK ST,20190809,2304,FRI,4.0,19031610.0,,,
737,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,35 PARK ST,20190807,2201,WED,5.0,19031230.0,,,
738,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,65 STEVENS ST,20190808,1109,THU,5.0,19031301.0,,,
739,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,ELLA T GRASSO BLVD & ORANGE,2V0E190808,1402,THU,5.0,19031372.0,,,
740,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,36 ORCHARD PL,20190805,1148,MON,6.0,19030794.0,,,
741,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,609 WINCHESTER AVE,20190805,854,MON,7.0,19030759.0,,,
742,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"327 MUNSON ST, FL01",20190806,954,TUE,7.0,19030994.0,,,
743,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,705 DIXWELL AVE,20190811,2303,SUN,7.0,19031876.0,,,
744,,FIREARM DISCHARGE (WEAPON LAW VI,LSTARTEIOENT/)HIGHWAY/ALLEYWAY,445 HUNTINGTON ST,20190806,2158,TUE,7.0,19031111.0,,,
745,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,ORANGE ST & ENGLISH DR,20190810,809,SAT,7.0,19031650.0,,,
746,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,ORANGE ST & MITCHELL DR,20190810,826,SAT,7.0,19031651.0,,,
747,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,148 EVERIT ST,20190808,939,THU,7.0,19031294.0,,,
748,,ROBBERY,SERVICE/GAS STATION,884 STATE ST,20190805,2205,MON,7.0,19030922.0,,,
749,,ROBBERY,SERVICE/GAS STATION,141 WILLOW ST,20190805,2313,MON,7.0,19030929.0,,,
750,,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,LLOYD ST & GRAND AVE,20190811,20,SUN,8.0,19031745.0,,,
