CHRG_DESC,PREM_DESC,ADDRESS,LAT_LONG,DATETIME,DOW,DISTRICT,CASE_NUMBER
ROBBERY,STREET/HIGHWAY/ALLEYWAY,195 JAMES ST,"41.3079421, -72.9028447",2019-11-28T01:20:00Z,THU,8,19047858
LARCENY,RESIDENCE/HOME,39 FAIRMONT AVE,"41.2943919, -72.89292309999999",2019-11-25T14:00:00Z,MON,9,19047529
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,451 FOXON BLVD,"41.3195764, -72.8703146",2019-11-26T09:40:00Z,TUE,9,19047619
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,339 EASTERN ST,"41.3149719, -72.87219449999999",2019-11-26T13:40:00Z,TUE,9,19047654
BURGLARY,STREET/HIGHWAY/ALLEYWAY,92 CARMEL ST,"41.3196366, -72.94211179999999",2019-11-27T20:12:00Z,WED,10,19047832
BURGLARY,DRUG STORE/DRS OFFICE/HOSPITAL,399 WHALLEY AVE,"41.31842959999999, -72.9463881",2019-11-28T06:43:00Z,THU,10,19047867
BURGLARY,DRUG STORE/DRS OFFICE/HOSPITAL,399 WHALLEY AVE,"41.31842959999999, -72.9463881",2019-11-30T09:05:00Z,SAT,10,19048125
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,ELLSWORTH AVE & MORE,"41.3195627, -72.9469209",2019-11-25T22:55:00Z,MON,10,19047574
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,125 WHALLEY AVE,"41.3148023, -72.936436",2019-11-27T11:56:00Z,WED,10,19047776
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,196 ELLSWORTH AVE,"41.3163633, -72.9488387",2019-11-26T15:49:00Z,TUE,10,19047669
MOTOR VEHICLE THEFT,SERVICE/GAS STATION,775 WHALLEY AVE,"41.3250488, -72.95638749999999",2019-11-29T21:42:00Z,FRI,10,19048090
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,459 WINTHROP AVE,"41.3177892, -72.9441075",2019-12-01T18:30:00Z,SUN,10,19048298
LARCENY,STREET/HIGHWAY/ALLEYWAY,604 CHAPEL ST,"41.30372, -72.9192491",2020-03-18T08:28:00Z,WED,1,20013227
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,119 HURLBURT ST,"41.2943697, -72.9376862",2020-03-16T22:04:00Z,MON,3,20013123
LARCENY,STREET/HIGHWAY/ALLEYWAY,157 HOWARD AVE,"41.285587, -72.9303923",2020-03-16T08:40:00Z,MON,3,20013035
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,20 YORK ST,"41.3044229, -72.93556629999999",2020-03-21T19:48:00Z,SAT,5,20013563
RAPE,RESIDENCE/HOME,20 YORK ST,"41.3044229, -72.93556629999999",2020-03-22T17:57:00Z,SUN,5,20013656
LARCENY,STREET/HIGHWAY/ALLEYWAY,22 GOLD ST,"41.3011705, -72.9315228",2020-03-20T09:13:00Z,FRI,5,20013401
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,184 DIXWELL AVE,"41.3180152, -72.9340029",2020-03-16T00:22:00Z,MON,6,20013021
ROBBERY,STREET/HIGHWAY/ALLEYWAY,171 COUNTY ST,"41.32035880000001, -72.9375763",2020-03-18T23:45:00Z,WED,6,20013299
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,43 SHEPARD ST,"41.3326127, -72.9285467",2020-03-18T20:56:00Z,WED,7,20013289
BURGLARY,RESIDENCE/HOME,548 ORANGE ST,"41.3151557, -72.91731109999999",2020-03-21T05:03:00Z,SAT,7,20013487
BURGLARY,RESIDENCE/HOME,45 NASH ST,"41.31719289999999, -72.9091897",2020-03-21T18:44:00Z,SAT,7,20013538
LARCENY,PARKING LOT/GARAGE,275 WINCHESTER AVE,"41.322381, -72.927365",2020-03-19T16:34:00Z,THU,7,20013346
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,734 DIXWELL AVE,"41.333096, -72.93558449999999",2020-03-20T20:26:00Z,FRI,7,20013456
BURGLARY,RESIDENCE/HOME,464 FERRY ST,"41.31243080000001, -72.8965688",2020-03-18T06:17:00Z,WED,8,20013216
BURGLARY,RESIDENCE/HOME,169 CHAPEL ST,"41.3040748, -72.8989531",2020-03-19T23:34:00Z,THU,8,20013381
BURGLARY,RESTAURANT,111 GRAND AVE,"41.3094451, -72.89171069999999",2020-03-16T15:58:00Z,MON,8,20013079
LARCENY,STREET/HIGHWAY/ALLEYWAY,174 EXCHANGE ST,"41.307315, -72.89573810000002",2020-03-18T18:08:00Z,WED,8,20013277
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,265 GRAND AVE,"41.3090687, -72.8976847",2020-03-22T07:41:00Z,SUN,8,20013598
ROBBERY,STREET/HIGHWAY/ALLEYWAY,480 FERRY ST,"41.3128185, -72.8972379",2020-03-17T08:13:00Z,TUE,8,20013141
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,12 BOUCHET LN,"41.3111495, -72.8731426",2020-03-18T16:02:00Z,WED,9,20013250
FIREARM DISCHARGE,PARKING LOT/GARAGE,FAIRMONT AVE & FARREN AV,"41.2944605, -72.8932694",2020-03-22T15:11:00Z,SUN,9,20013625
LARCENY,PARKING LOT/GARAGE,75 LAURA ST,"41.2956634, -72.8966458",2020-03-16T07:37:00Z,MON,9,20013031
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,241 QUINNIPIAC AVE,"41.2970324, -72.8895081",2020-03-20T03:35:00Z,FRI,9,20013390
MOTOR VEHICLE THEFT,SERVICE/GAS STATION,1260 QUINNIPIAC AVE,"41.3212349, -72.8743017",2020-03-22T21:03:00Z,SUN,9,20013658
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,120 GOFFE ST,"41.3155881, -72.9352751",2020-03-16T21:51:00Z,MON,10,20013121
BURGLARY,RESIDENCE/HOME,262 SHERMAN AVE,"41.315081, -72.94333449999999",2020-03-18T10:02:00Z,WED,10,20013231
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,696 ELM ST,"41.3154768, -72.9446845",2020-03-20T19:19:00Z,FRI,10,20013451
LARCENY,STREET/HIGHWAY/ALLEYWAY,FITCH ST & WHALLEY AVE,"41.32498229999999, -72.95693899999999",2020-03-16T01:10:00Z,MON,10,20013024
LARCENY,STREET/HIGHWAY/ALLEYWAY,101 WHALLEY AVE,"41.3145238, -72.93577619999999",2020-03-20T22:28:00Z,FRI,10,20013473
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,FITCH ST & WHALLEY AVE,"41.32498229999999, -72.95693899999999",2020-03-16T01:10:00Z,MON,10,20013024
ROBBERY,STREET/HIGHWAY/ALLEYWAY,46 BROWNELL ST,"41.3172369, -72.9517182",2020-03-17T00:14:00Z,TUE,10,20013126
ROBBERY,RESTAURANT,504 WHALLEY AVE,"41.319311, -72.95007799999999",2020-03-22T14:13:00Z,SUN,10,20013624
BURGLARY,RESTAURANT,39 ELM ST,"41.3076058, -72.9221907",2020-03-25T07:28:00Z,WED,1,20013827
BURGLARY,GOVERNMENT/PUBLIC BUILDING,677 STATE ST,"41.3099086, -72.918014",2020-03-27T17:36:00Z,FRI,1,20014042
LARCENY,STREET/HIGHWAY/ALLEYWAY,157 CHURCH ST,"41.3069859, -72.92445359999999",2020-03-25T18:06:00Z,WED,1,20013870
LARCENY,STREET/HIGHWAY/ALLEYWAY,269 GREENE ST,"41.3058117, -72.9173477",2020-03-29T10:05:00Z,SUN,1,20014171
AGGRAVATED ASSAULT,RESIDENCE/HOME,77 FOWLER ST,"41.3345115, -72.9796583",2020-03-23T20:33:00Z,MON,2,20013727
BURGLARY,RESIDENCE/HOME,220 ALSTON AVE,"41.3227669, -72.96720979999999",2020-03-24T09:50:00Z,TUE,2,20013740
BURGLARY,CONVENIENCE STORE,1296 WHALLEY AVE,"41.3309361, -72.9733511",2020-03-27T00:39:00Z,FRI,2,20013983
BURGLARY,SPECIALITY STORE,1296 WHALLEY AVE,"41.3309361, -72.9733511",2020-03-28T07:25:00Z,SAT,2,20014091
LARCENY,RESIDENCE/HOME,225 HEMLOCK RD,"41.32653550000001, -72.97597499999999",2020-03-26T14:52:00Z,THU,2,20013935
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,37 EARL ST,"41.3308742, -72.9744527",2020-03-25T05:49:00Z,WED,2,20013824
MOTOR VEHICLE THEFT,RESIDENCE/HOME,14 BEVERLY RD,"41.330535, -72.9804959",2020-03-26T07:16:00Z,THU,2,20013908
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,HARPER AVE & VALLEY ST,"41.3384679, -72.9733634",2020-03-28T01:57:00Z,SAT,2,20014082
ROBBERY,STREET/HIGHWAY/ALLEYWAY,111 S GENESEE ST,"41.3377269, -72.9736162",2020-03-24T18:41:00Z,TUE,2,20013786
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,216 GREENWICH AVE,"41.2854007, -72.9324225",2020-03-28T00:40:00Z,SAT,3,20014079
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,HOWARD AVE & 4TH ST,"41.28644999999999, -72.9310531",2020-03-29T14:52:00Z,SUN,3,20014176
LARCENY,PARKING LOT/GARAGE,200 HARBOUR CLOSE,"41.2812028, -72.9323881",2020-03-28T07:42:00Z,SAT,3,20014094
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,BEERS ST & CHAPEL ST,"41.3109286, -72.94264729999999",2020-03-28T21:52:00Z,SAT,4,20014153
LARCENY,STREET/HIGHWAY/ALLEYWAY,1 UNIVERSITY PL,"41.3129397, -72.9360128",2020-03-27T10:19:00Z,FRI,4,20013997
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,214 EDGEWOOD AVE,"41.3122087, -72.9405338",2020-03-23T17:04:00Z,MON,4,20013713
MOTOR VEHICLE THEFT,RESIDENCE/HOME,115 EDGEWOOD AVE,"41.312061, -72.936922",2020-03-23T10:24:00Z,MON,4,20013691
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,9 SHERMAN CT,"41.3121674, -72.9440819",2020-03-24T08:28:00Z,TUE,4,20013739
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & KENSINGTON ST,"41.31038059999999, -72.9402451",2020-03-27T12:32:00Z,FRI,4,20014010
BURGLARY,RESIDENCE/HOME,14 ORCHARD ST,"41.3019761, -72.94165389999999",2020-03-23T09:02:00Z,MON,5,20013679
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,CONGRESS AVE & VERNON ST,"41.301018, -72.9365021",2020-03-23T09:54:00Z,MON,5,20013685
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,38 STEVENS ST,"41.3024177, -72.9433444",2020-03-25T10:04:00Z,WED,5,20013832
ROBBERY,LIQUOR STORE,544 CONGRESS AVE,"41.3005024, -72.9377028",2020-03-24T20:25:00Z,TUE,5,20013795
BURGLARY,COMMERCIAL/OFFICE BLDG,45 NASH ST,"41.31719289999999, -72.9091897",2020-03-23T03:16:00Z,MON,7,20013668
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,246 SHEFFIELD AVE,"41.3301608, -72.9249477",2020-03-24T22:47:00Z,TUE,7,20013796
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,240 DIVISION ST,"41.3263252, -72.93251479999999",2020-03-26T17:32:00Z,THU,7,20013940
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,498 DIXWELL AVE,"41.3267056, -72.935486",2020-03-28T00:00:00Z,SAT,7,20014065
LARCENY,PARKING LOT/GARAGE,STATE ST & ELD ST,"41.3120523, -72.9152855",2020-03-23T10:15:00Z,MON,7,20013686
LARCENY,STREET/HIGHWAY/ALLEYWAY,110 SHELDON TER,"41.3297101, -72.9238633",2020-03-23T12:18:00Z,MON,7,20013694
LARCENY,STREET/HIGHWAY/ALLEYWAY,300 HUNTINGTON ST,"41.3310945, -72.9245785",2020-03-27T11:24:00Z,FRI,7,20014000
LARCENY,STREET/HIGHWAY/ALLEYWAY,224 NEWHALL ST,"41.32993340000001, -72.92845439999999",2020-03-28T09:58:00Z,SAT,7,20014099
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,200 SHELTON AVE,"41.328515, -72.93371100000002",2020-03-24T14:02:00Z,TUE,7,20013774
ROBBERY,RESIDENCE/HOME,122 FOSTER ST,"41.32012110000001, -72.9103184",2020-03-26T23:52:00Z,THU,7,20013977
ROBBERY,STREET/HIGHWAY/ALLEYWAY,EVERIT ST & E ROCK RD,"41.33054420000001, -72.91192480000001",2020-03-28T00:08:00Z,SAT,7,20014062
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,CHATHAM ST & ATWATER ST,"41.3146008, -72.8934986",2020-03-27T01:49:00Z,FRI,8,20013985
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,WOLCOTT ST & LLOYD ST,"41.3060793, -72.900598",2020-03-25T18:06:00Z,WED,8,20013874
LARCENY,STREET/HIGHWAY/ALLEYWAY,543 EAST STREET,"41.3140808, -72.9089475",2020-03-25T10:21:00Z,WED,8,20013833
LARCENY,PARKING LOT/GARAGE,51 BAILEY ST,"41.3195612, -72.8910618",2020-03-26T09:58:00Z,THU,8,20013918
ROBBERY,STREET/HIGHWAY/ALLEYWAY,410 FERRY ST,"41.311009, -72.8961593",2020-03-24T11:51:00Z,TUE,8,20013755
BURGLARY,COMMERCIAL/OFFICE BLDG,452 FORBES AVE,"41.29014170000001, -72.8930298",2020-03-28T02:16:00Z,SAT,9,20014084
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,98 JACKSON LN,"41.3122382, -72.8716535",2020-03-23T20:15:00Z,MON,9,20013725
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,1311 QUINNIPIAC AVE,"41.3224123, -72.8726633",2020-03-25T06:30:00Z,WED,9,20013828
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,89 RUSSELL ST,"41.2975086, -72.8858278",2020-03-28T23:25:00Z,SAT,9,20014160
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,270 FOXON BLVD,"41.3220661, -72.87623409999999",2020-03-26T01:44:00Z,THU,9,20013899
LARCENY,STREET/HIGHWAY/ALLEYWAY,1786 QUINNIPIAC AVE,"41.3345669, -72.86737889999999",2020-03-23T10:33:00Z,MON,9,20013689
MOTOR VEHICLE THEFT,RESIDENCE/HOME,298 EASTERN ST,"41.3145429, -72.8735749",2020-03-24T13:07:00Z,TUE,9,20013759
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,694 WOODWARD AVE,"41.2875238, -72.89559969999999",2020-03-24T20:58:00Z,TUE,9,20013797
ROBBERY,DEPARTMENT/DISCOUNT STORE,472 FOXON BLVD,"41.3214688, -72.8701019",2020-03-23T16:54:00Z,MON,9,20013712
MURDER,RESTAURANT,75 WHALLEY AVE,"41.3141248, -72.9347172",2020-03-23T14:17:00Z,MON,10,20013698
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,BROWNELL ST & MAPLE S,"41.316774, -72.9517915",2020-03-24T17:52:00Z,TUE,10,20013782
MOTOR VEHICLE THEFT,CONVENIENCE STORE,SHERMAN AVE & WHALLE,"41.3166418, -72.9423794",2020-03-29T14:05:00Z,SUN,10,20014181
ROBBERY,STREET/HIGHWAY/ALLEYWAY,135 ROYDON RD,"41.3251594, -72.948482",2020-03-24T19:21:00Z,TUE,10,20013790
ROBBERY,STREET/HIGHWAY/ALLEYWAY,388 WHALLEY AVE,"41.3177182, -72.9463255",2020-03-25T00:24:00Z,WED,10,20013812
ROBBERY,STREET/HIGHWAY/ALLEYWAY,383 WHALLEY AVE,"41.3180684, -72.9455722",2020-03-27T10:19:00Z,FRI,10,20013991
BURGLARY,RESIDENCE/HOME,900 CHAPEL ST,"41.3061448, -72.9267023",2020-02-26T16:28:00Z,WED,1,20009795
BURGLARY,CHURCH/SYNAGOGUE/TEMPLE,783 GRAND AVE,"41.3082941, -72.9153961",2020-02-26T18:42:00Z,WED,1,20009849
BURGLARY,CONSTRUCTION SITE,367 ORANGE ST,"41.3104567, -72.9203907",2020-02-28T07:29:00Z,FRI,1,20010082
ROBBERY,DRUG STORE/DRS OFFICE/HOSPITAL,123 CHURCH ST,"41.3061264, -72.9252937",2020-02-25T11:26:00Z,TUE,1,20009570
LARCENY,STREET/HIGHWAY/ALLEYWAY,25 MARLIN DR,"41.3245643, -72.9752831",2020-02-24T09:24:00Z,MON,2,20009357
LARCENY,STREET/HIGHWAY/ALLEYWAY,95 LAKEVIEW TER,"41.3249881, -72.97606730000001",2020-02-24T12:35:00Z,MON,2,20009408
LARCENY,PARKING LOT/GARAGE,508 BLAKE ST,"41.3276263, -72.9599595",2020-02-27T10:17:00Z,THU,2,20009917
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,112 AMITY RD,"41.3370591, -72.9814336",2020-02-28T15:31:00Z,FRI,2,20010140
ROBBERY,HOTEL/MOTEL/ETC,1605 WHALLEY AVE,"41.3383136, -72.9756752",2020-02-28T01:46:00Z,FRI,2,20010073
ROBBERY,RESIDENCE/HOME,154 FOUNTAIN ST,"41.32651140000001, -72.9645341",2020-02-25T21:29:00Z,TUE,2,20009677
BURGLARY,HOTEL/MOTEL/ETC,400 SARGENT DR,"41.2945068, -72.9201837",2020-02-25T21:00:00Z,TUE,3,20009675
LARCENY,STREET/HIGHWAY/ALLEYWAY,85 4TH ST,"41.2864325, -72.9321918",2020-02-25T15:12:00Z,TUE,3,20009619
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,WEST ST & TRUMAN ST,"41.2954914, -72.938874",2020-02-24T14:29:00Z,MON,3,20009428
ROBBERY,RESIDENCE/HOME,70 ADELINE ST,"41.29506629999999, -72.941549",2020-02-28T11:29:00Z,FRI,3,20010114
LARCENY,STREET/HIGHWAY/ALLEYWAY,501 GEORGE ST,"41.3085814, -72.9381669",2020-02-25T07:31:00Z,TUE,4,20009532
ROBBERY,STREET/HIGHWAY/ALLEYWAY,88 BROADWAY,"41.3122006, -72.9324094",2020-02-24T11:13:00Z,MON,4,20009400
BURGLARY,DRUG STORE/DRS OFFICE/HOSPITAL,169 DAVENPORT AVE,"41.302918, -72.9395211",2020-02-28T10:15:00Z,FRI,5,20010136
LARCENY,STREET/HIGHWAY/ALLEYWAY,53 ORCHARD ST,"41.3030878, -72.94174269999999",2020-02-27T08:13:00Z,THU,5,20009904
LARCENY,STREET/HIGHWAY/ALLEYWAY,184 DIXWELL AVE,"41.3180152, -72.9340029",2020-02-24T16:03:00Z,MON,6,20009466
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,12 ROCK ST,"41.32096740000001, -72.8978609",2020-02-26T14:17:00Z,WED,7,20009773
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,WINCHESTER AVE & TH,"41.3279656, -72.9265709",2020-02-29T01:19:00Z,SAT,7,20010329
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,137 NEWHALL ST,"41.3274766, -72.9288236",2020-02-29T03:57:00Z,SAT,7,20010342
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,347 HUMPHREY ST,"41.315876, -72.91516539999999",2020-02-26T09:36:00Z,WED,7,20009723
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,THOMPSON ST & WINCH,"41.3274663, -72.9322566",2020-02-24T11:51:00Z,MON,7,20009399
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,FORD ST & SHERMAN PK,"41.32835590000001, -72.93750229999999",2020-02-29T23:42:00Z,SAT,7,20010462
BURGLARY,RESIDENCE/HOME,492 PROSPECT ST,"41.326175, -72.9230302",2020-02-26T19:30:00Z,WED,7,20009845
AGGRAVATED ASSAULT,RESIDENCE/HOME,480 FERRY ST,"41.3128185, -72.8972379",2020-02-27T00:26:00Z,THU,8,20009888
BURGLARY,CHURCH/SYNAGOGUE/TEMPLE,233 BLATCHLEY AVE,"41.30847079999999, -72.8989454",2020-02-28T09:25:00Z,FRI,8,20010106
BURGLARY,RESIDENCE/HOME,174 GRAFTON ST,"41.3130668, -72.8961693",2020-02-28T22:03:00Z,FRI,8,20010298
LARCENY,PARKING LOT/GARAGE,380 FERRY ST,"41.3102856, -72.8960496",2020-02-24T10:01:00Z,MON,8,20009373
LARCENY,STREET/HIGHWAY/ALLEYWAY,254 GRAND AVE,"41.30868510000001, -72.89736719999999",2020-02-27T18:28:00Z,THU,8,20010010
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,113 GRAND AVE,"41.3095198, -72.891915",2020-02-24T10:05:00Z,MON,8,20009369
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,POPLAR ST & PINE ST,"41.3119613, -72.8978146",2020-02-24T18:11:00Z,MON,8,20009480
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,36 BRIGHT ST,"41.3100856, -72.89467669999999",2020-02-25T13:25:00Z,TUE,8,20009582
ROBBERY,STREET/HIGHWAY/ALLEYWAY,GRAND AVE & FERRY ST,"41.30901060000001, -72.8954619",2020-02-24T02:40:00Z,MON,8,20009333
BURGLARY,RESIDENCE/HOME,349 CONCORD ST,"41.2672957, -72.8938922",2020-02-24T13:25:00Z,MON,9,20009434
BURGLARY,RESIDENCE/HOME,702 QUINNIPIAC AVE,"41.30909399999999, -72.885865",2020-02-27T17:40:00Z,THU,9,20010013
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,2 BOUCHET LN,"41.31119770000001, -72.87307109999999",2020-02-26T14:35:00Z,WED,9,20009775
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,EASTERN ST & FOXON BLVD,"41.32016369999999, -72.87174759999999",2020-02-25T18:21:00Z,TUE,9,20009645
LARCENY,RESIDENCE/HOME,1279 QUINNIPIAC AVE,"41.3217705, -72.8733919",2020-02-26T07:46:00Z,WED,9,20009705
LARCENY,STREET/HIGHWAY/ALLEYWAY,182 BARNES AVE,"41.3225281, -72.875726",2020-02-26T08:49:00Z,WED,9,20009708
LARCENY,STREET/HIGHWAY/ALLEYWAY,171 LEXINGTON AVE,"41.3025003, -72.88621599999999",2020-02-29T16:40:00Z,SAT,9,20010401
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,128 HUNTINGTON RD,"41.27885089999999, -72.8902004",2020-02-27T08:59:00Z,THU,9,20009906
BURGLARY,DRUG STORE/DRS OFFICE/HOSPITAL,3A99 WHALLEY AVE,"41.31279139999999, -72.93284489999999",2020-02-27T06:36:00Z,THU,10,20009898
LARCENY,STREET/HIGHWAY/ALLEYWAY,75 WHALLEY AVE,"41.3141248, -72.9347172",2020-02-24T09:44:00Z,MON,10,20009364
ROBBERY,STREET/HIGHWAY/ALLEYWAY,89 OSBORN AVE,"41.3239615, -72.950825",2020-02-24T23:04:00Z,MON,10,20009515
AGGRAVATED ASSAULT,RESIDENCE/HOME,31 DICKERMAN ST,"41.3157121, -72.93618599999999",2020-02-28T19:03:00Z,FRI,10,20010274
LARCENY,PARKING LOT/GARAGE,520 CHAPEL ST,"41.30356769999999, -72.9160893",2019-07-23T15:30:00Z,TUE,1,19028840
LARCENY,STREET/HIGHWAY/ALLEYWAY,17 WHITNEY AVE,"41.3107517, -72.9222357",2019-07-24T23:30:00Z,WED,1,19029077
LARCENY,PARKING LOT/GARAGE,GEORGE ST & ORANGE ST,"41.3031462, -72.9258238",2019-07-26T09:05:00Z,FRI,1,19029285
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,830 GRAND AVE,"41.3074526, -72.9167576",2019-07-24T12:59:00Z,WED,1,19028989
ROBBERY,PARK/PLAYGROUND,ELM ST & TEMPLE ST,"41.3087474, -72.9254165",2019-07-23T04:01:00Z,TUE,1,19028743
BURGLARY,RESIDENCE/HOME,132 W ELM ST,"41.3223608, -72.9635236",2019-07-28T12:55:00Z,SUN,2,19029607
BURGLARY,PARKING LOT/GARAGE,191 LAWNCREST RD,"41.3321572, -72.98164919999999",2019-07-23T11:36:00Z,TUE,2,19028793
BURGLARY,PARKING LOT/GARAGE,575 CENTRAL AVE,"41.324684, -72.960172",2019-07-24T11:15:00Z,WED,2,19028963
BURGLARY,RESIDENCE/HOME,17 MCKINLEY AVE,"41.3171846, -72.9676942",2019-07-25T17:50:00Z,THU,2,19029215
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,137 ROCK CREEK RD,"41.33500300000001, -72.9698839",2019-07-26T23:16:00Z,FRI,2,19029419
LARCENY,STREET/HIGHWAY/ALLEYWAY,104 KNOLLWOOD DR,"41.3206029, -72.9730226",2019-07-22T08:42:00Z,MON,2,19028634
LARCENY,PARKING LOT/GARAGE,336 BLAKE ST,"41.3282444, -72.9544997",2019-07-22T14:38:00Z,MON,2,19028694
LARCENY,PARKING LOT/GARAGE,1982 CHAPEL ST,"41.3156076, -72.9647718",2019-07-23T10:54:00Z,TUE,2,19028770
LARCENY,STREET/HIGHWAY/ALLEYWAY,138 W ROCK AVE,"41.319197, -72.961528",2019-07-24T09:24:00Z,WED,2,19028915
LARCENY,RESIDENCE/HOME,1 MCKINLEY AVE,"41.3168967, -72.9679475",2019-07-24T08:53:00Z,WED,2,19028930
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,68 W ROCK AVE,"41.3170617, -72.9619967",2019-07-25T04:42:00Z,THU,2,19029092
ROBBERY,HOTEL/MOTEL/ETC,1605 WHALLEY AVE,"41.3383136, -72.9756752",2019-07-28T22:45:00Z,SUN,2,19029673
ROBBERY,BANK,894 WHALLEY AVE,"41.3268736, -72.96015129999999",2019-07-26T15:32:00Z,FRI,2,19029332
LARCENY,STREET/HIGHWAY/ALLEYWAY,51 LONGHINI LN,"41.2949597, -72.9497285",2019-07-23T12:11:00Z,TUE,3,19028769
ROBBERY,STREET/HIGHWAY/ALLEYWAY,135 CARLISLE ST,"41.29696029999999, -72.931269",2019-07-27T17:10:00Z,SAT,3,19029509
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,1343 CHAPEL ST,"41.3105933, -72.9398518",2019-07-28T06:41:00Z,SUN,4,19029576
AGGRAVATED ASSAULT,CONVENIENCE STORE,1564 CHAPEL ST,"41.3120313, -72.948239",2019-07-28T15:23:00Z,SUN,4,19029621
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,66 ELLSWORTH AVE,"41.3122075, -72.9507301",2019-07-22T09:06:00Z,MON,4,19028642
LARCENY,STREET/HIGHWAY/ALLEYWAY,1147 CHAPEL ST,"41.308734, -72.9323503",2019-07-27T00:01:00Z,SAT,4,19029428
LARCENY,STREET/HIGHWAY/ALLEYWAY,1 UNIVERSITY PL,"41.3129397, -72.9360128",2019-07-22T15:09:00Z,MON,4,19028675
LARCENY,STREET/HIGHWAY/ALLEYWAY,1203 CHAPEL ST,"41.3093026, -72.93460189999999",2019-07-22T21:05:00Z,MON,4,19028717
LARCENY,PARKING LOT/GARAGE,88 BROADWAY,"41.3122006, -72.9324094",2019-07-23T09:59:00Z,TUE,4,19028763
LARCENY,STREET/HIGHWAY/ALLEYWAY,1201 CHAPEL ST,"41.3093608, -72.9343106",2019-07-28T01:37:00Z,SUN,4,19029568
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,496 ELM ST,"41.3132164, -72.93771079999999",2019-07-25T13:30:00Z,THU,4,19029160
